best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.6796857118606567,0.6891436576843262,0.5627009868621826,0.551413893699646,0.0010000000474974513,8
